0	1
1	2
2	3
3	7
4	9
5	14
6	18
7	19
8	20
9	21
10	22
11	26
12	33
13	34
14	35
15	36
16	37
17	38
18	39
19	40
20	41
21	43
22	44
23	45
24	48
25	49
26	58
27	59
28	60
29	63
30	77
31	78
32	79
33	81
34	82
35	84
36	85
37	87
38	90
39	94
40	96
41	98
42	99
43	102
44	103
45	104
46	110
47	111
48	112
49	114
50	117
51	121
52	123
53	137
54	138
55	139
56	143
57	144
58	145
59	146
60	147
61	148
62	149
63	150
64	151
65	152
66	153
67	154
68	155
69	156
70	157
71	158
72	159
73	162
74	163
75	164
76	165
77	166
78	167
79	168
80	169
81	170
82	171
83	172
84	175
85	176
86	179
87	192
88	193
89	194
90	195
91	196
92	198
93	204
94	205
95	206
96	208
97	211
98	212
99	220
100	222
101	226
102	228
103	229
104	257
105	262
106	263
107	266
108	268
109	272
110	280
111	281
112	282
113	286
114	289
115	303
116	304
117	306
118	307
119	308
120	310
121	312
122	316
123	317
124	319
125	320
126	328
127	330
128	331
129	332
130	333
131	335
132	336
133	337
134	338
135	339
136	342
137	344
138	345
139	360
140	361
141	365
142	370
143	372
144	378
145	380
146	381
147	382
148	383
149	385
150	386
151	408
152	416
153	430
154	439
155	441
156	444
157	450
158	451
159	453
160	456
161	458
162	466
163	482
164	483
165	485
166	486
167	512
168	530
169	531
170	535
171	538
172	541
173	547
174	558
175	559
176	560
177	570
178	571
179	579
180	580
181	581
182	582
183	600
184	601
185	602
186	603
187	604
188	605
189	606
190	608
191	609
192	610
193	627
194	631
195	641
196	642
197	648
198	657
199	658
200	665
201	666
202	669
203	672
204	677
205	680
206	682
207	683
208	684
209	686
210	687
211	688
212	689
213	696
214	698
215	701
216	705
217	713
218	726
219	738
220	740
221	742
222	743
223	744
224	745
225	747
226	748
227	751
228	753
229	760
230	762
231	763
232	765
233	766
234	769
235	772
236	776
237	781
238	783
239	784
240	786
241	787
242	788
243	789
244	790
245	792
246	793
247	800
248	801
249	802
250	803
251	804
252	805
253	806
254	812
255	813
256	818
257	819
258	821
259	825
260	826
261	827
262	828
263	829
264	830
265	831
266	842
267	844
268	845
269	846
270	856
271	860
272	862
273	864
274	868
275	869
276	884
277	889
278	893
279	911
280	914
281	920
282	921
283	925
284	927
285	928
286	934
287	940
288	941
289	942
290	943
291	944
292	945
293	946
294	947
295	948
296	965
297	977
298	981
299	983
300	984
301	985
302	987
303	988
304	989
305	994
306	1001
307	1003
308	1005
309	1006
310	1007
311	1013
312	1019
313	1020
314	1021
315	1023
316	1038
317	1045
318	1047
319	1049
320	1054
321	1055
322	1069
323	1070
324	1082
325	1084
326	1089
327	1090
328	1091
329	1092
330	1093
331	1094
332	1095
333	1096
334	1097
335	1098
336	1100
337	1101
338	1103
339	1106
340	1107
341	1109
342	1110
343	1123
344	1140
345	1144
346	1145
347	1146
348	1147
349	1148
350	1149
351	1166
352	1174
353	1180
354	1181
355	1182
356	1187
357	1190
358	1191
359	1192
360	1193
361	1194
362	1195
363	1196
364	1197
365	1198
366	1203
367	1222
368	1223
369	1224
370	1225
371	1226
372	1250
373	1262
374	1263
375	1264
376	1266
377	1272
378	1273
379	1276
380	1280
381	1282
382	1283
383	1287
384	1290
385	1291
386	1292
387	1293
388	1294
389	1295
390	1296
391	1297
392	1299
393	1300
394	1301
395	1305
396	1308
397	1311
398	1312
399	1313
400	1314
401	1316
402	1317
403	1318
404	1319
405	1328
406	1329
407	1340
408	1343
409	1344
410	1345
411	1348
412	1349
413	1351
414	1352
415	1362
416	1363
417	1365
418	1367
419	1369
420	1371
421	1382
422	1385
423	1387
424	1388
425	1389
426	1390
427	1391
428	1392
429	1393
430	1394
431	1395
432	1396
433	1405
434	1406
435	1410
436	1411
437	1412
438	1413
439	1414
440	1415
441	1416
442	1417
443	1418
444	1419
445	1421
446	1422
447	1423
448	1425
449	1426
450	1428
451	1429
452	1430
453	1433
454	1434
455	1435
456	1443
457	1451
458	1452
459	1454
460	1466
461	1474
462	1475
463	1476
464	1477
465	1478
466	1479
467	1481
468	1482
469	1484
470	1496
471	1501
472	1504
473	1505
474	1506
475	1508
476	1520
477	1521
478	1522
479	1523
480	1524
481	1525
482	1527
483	1539
484	1550
485	1561
486	1563
487	1568
488	1572
489	1573
490	1574
491	1576
492	1577
493	1578
494	1580
495	1581
496	1582
497	1584
498	1588
499	1590
500	1595
501	1620
502	1621
503	1625
504	1626
505	1627
506	1628
507	1629
508	1640
509	1643
510	1645
511	1652
512	1658
513	1661
514	1666
515	1668
516	1670
517	1671
518	1682
519	1686
520	1688
521	1689
522	1690
523	1693
524	1698
525	1701
526	1707
527	1709
528	1710
529	1713
530	1720
531	1721
532	1723
533	1724
534	1726
535	1728
536	1729
537	1732
538	1734
539	1736
540	1737
541	1738
542	1741
543	1742
544	1743
545	1750
546	1760
547	1762
548	1763
549	1764
550	1765
551	1767
552	1769
553	1773
554	1775
555	1786
556	1787
557	1791
558	1822
559	1823
560	1840
561	1844
562	1845
563	1846
564	1849
565	1850
566	1851
567	1856
568	1858
569	1863
570	1866
571	1867
572	1869
573	1876
574	1888
575	1890
576	1895
577	1898
578	1902
579	1908
580	1910
581	1911
582	1913
583	1915
584	1916
585	1920
586	1926
587	1930
588	1931
589	1932
590	1933
591	1934
592	1936
593	1937
594	1938
595	1939
596	1940
597	1944
598	1945
599	1946
600	1948
601	1949
602	1953
603	1954
604	1958
605	1959
606	1964
607	1969
608	1970
609	1971
610	1972
611	1973
612	1975
613	1978
614	1979
615	1985
616	1991
617	1996
618	2002
619	2003
620	2004
621	2005
622	2006
623	2007
624	2008
625	2009
626	2013
627	2016
628	2018
629	2024
630	2025
631	2034
632	2041
633	2045
634	2052
635	2053
636	2054
637	2055
638	2056
639	2061
640	2062
641	2064
642	2065
643	2066
644	2068
645	2069
646	2070
647	2071
648	2074
649	2085
650	2089
651	2090
652	2091
653	2092
654	2093
655	2094
656	2098
657	2099
658	2101
659	2111
660	2120
661	2131
662	2140
663	2142
664	2145
665	2146
666	2147
667	2148
668	2150
669	2151
670	2152
671	2154
672	2156
673	2157
674	2159
675	2167
676	2171
677	2177
678	2178
679	2180
680	2190
681	2192
682	2193
683	2197
684	2201
685	2205
686	2206
687	2207
688	2210
689	2220
690	2226
691	2243
692	2244
693	2246
694	2251
695	2252
696	2253
697	2265
698	2269
699	2289
700	2292
701	2295
702	2297
703	2298
704	2303
705	2308
706	2310
707	2312
708	2313
709	2315
710	2316
711	2319
712	2320
713	2324
714	2326
715	2329
716	2332
717	2333
718	2334
719	2335
720	2336
721	2337
722	2338
723	2339
724	2341
725	2342
726	2343
727	2344
728	2346
729	2347
730	2349
731	2357
732	2358
733	2360
734	2363
735	2366
736	2367
737	2369
738	2376
739	2377
740	2378
741	2379
742	2384
743	2390
744	2392
745	2404
746	2405
747	2409
748	2417
749	2423
750	2424
751	2431
752	2432
753	2433
754	2434
755	2435
756	2436
757	2437
758	2438
759	2439
760	2446
761	2454
762	2458
763	2459
764	2474
765	2482
766	2486
767	2488
768	2489
769	2490
770	2494
771	2504
772	2506
773	2522
774	2525
775	2527
776	2529
777	2540
778	2551
779	2552
780	2557
781	2561
782	2570
783	2571
784	2573
785	2574
786	2575
787	2577
788	2578
789	2579
790	2583
791	2598
792	2599
793	2600
794	2601
795	2602
796	2604
797	2605
798	2606
799	2609
800	2617
801	2620
802	2621
803	2624
804	2627
805	2632
806	2638
807	2639
808	2640
809	2641
810	2642
811	2643
812	2644
813	2645
814	2646
815	2647
816	2648
817	2649
818	2650
819	2651
820	2654
821	2655
822	2659
823	2670
824	2674
825	2675
826	2676
827	2678
828	2679
829	2681
830	2683
831	2695
832	2697
